Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average
Monopoly: Scooby-Doo! Fright Fest,2,6,120,8,52,5.07,1.5,156.0,other,False,5.49,Economic,Auction/Bidding,28.0,0.33,False
Noches de Sangre,1,6,60,16,210,5.41,1.62,386.0,Thematic Games,False,5.48,Card Game,"Deck, Bag, and Pool Building",19.99,0.54,False
Ducklings: A Game About Parenting!,2,4,50,12,34,4.69,1.0,111.0,other,False,5.48,Adventure,Dice Rolling,10.0,0.31,False
Super WHY ABC Letter Game,2,4,45,3,33,4.5,1.0,135.0,Children's Games,False,5.48,Children's Game,Not available,15.5,0.24,False
Hedbanz for Kids,2,6,30,7,317,5.36,1.0,1138.0,Children's Games,False,5.46,Children's Game,Questions and Answers,1.0,0.28,False
Teraforming,2,4,30,8,35,4.54,1.42,71.0,other,False,5.49,Card Game,Action Points,15.5,0.49,False
Top Hats,2,3,30,8,33,4.59,1.17,52.0,Abstract Games,False,5.49,Abstract Strategy,Grid Movement,9.99,0.63,False
Get Nifty,2,6,40,10,31,4.74,2.67,77.0,other,False,5.49,Card Game,Not available,20.0,0.4,False
Book of Mormon Battles,2,6,60,6,32,4.49,1.0,74.0,other,False,5.49,Card Game,Not available,1.0,0.43,False
Jump!,2,5,45,10,83,5.16,1.8,123.0,other,False,5.49,Aviation / Flight,Simultaneous Action Selection,8.99,0.67,False
"Zobmondo!! Would You Rather...? twisted, sick and wrong",4,8,120,16,32,4.44,0.0,63.0,other,False,5.48,Humor,Voting,32.0,0.51,False
Hail to the Chief,2,4,90,10,30,4.37,1.25,125.0,other,False,5.48,Political,Roll / Spin and Move,5.0,0.24,False
Roope-Setä Liikemiespeli,2,6,30,8,30,4.93,1.67,45.0,Children's Games,False,5.49,Children's Game,Acting,15.5,0.67,False
Totem Land,2,4,15,8,47,4.84,2.25,125.0,Abstract Games,False,5.48,Abstract Strategy,Pattern Building,10.0,0.38,False
Yahtzee Turbo,2,4,0,8,50,4.98,0.0,138.0,other,False,5.48,Dice,Dice Rolling,15.5,0.36,False
GoLong Football Dice Game,1,2,60,8,94,5.23,1.22,290.0,Family Games,False,5.48,Dice,Dice Rolling,5.0,0.32,False
Harry Potter and the Chamber of Secrets Trivia Game,2,2,20,8,60,5.0,1.5,223.0,other,False,5.48,Children's Game,Roll / Spin and Move,11.0,0.27,False
Blockhead!,1,6,10,4,282,5.42,1.05,504.0,Family Games,False,5.48,Action / Dexterity,Stacking and Balancing,19.95,0.56,False
Rum Rebellion,2,6,60,10,30,4.64,1.5,94.0,other,False,5.49,Economic,Point to Point Movement,20.0,0.32,False
Firefly: Shiny Dice,1,5,30,12,572,5.45,1.85,1559.0,other,False,5.48,Dice,Dice Rolling,20.0,0.37,False
Daring Eagle,2,4,30,12,31,4.8,2.0,158.0,other,False,5.48,Modern Warfare,Area Movement,20.0,0.2,False
The Dukes of Hazzard Card Game,2,8,15,6,35,4.7,1.17,74.0,other,False,5.48,Card Game,Set Collection,2.0,0.47,False
Dingo,3,7,10,6,51,4.99,1.0,83.0,Children's Games,False,5.49,Card Game,Set Collection,4.0,0.61,False
Gearworld: The Borderlands,2,4,120,14,359,5.45,2.84,1702.0,Strategy Games,False,5.48,Industry / Manufacturing,Area Movement,32.99,0.21,False
Rooster Rush,3,6,15,7,58,5.09,1.0,230.0,other,False,5.48,Action / Dexterity,Betting and Bluffing,75.0,0.25,False
Scrabble Apple,2,4,0,8,77,5.09,1.5,276.0,other,False,5.48,Real-time,Spelling,15.5,0.28,False
Rock Trivia,2,6,60,14,47,4.82,1.8,106.0,other,False,5.49,Dice,Roll / Spin and Move,5.0,0.44,False
Market Day,2,4,30,5,49,5.31,1.0,106.0,Children's Games,False,5.48,Animals,Roll / Spin and Move,12.0,0.46,False
Battleship Command: Pirates of the Caribbean,2,2,30,8,101,5.22,1.2,295.0,other,False,5.49,Deduction,Enclosure,15.5,0.34,False
Crisis: Tokyo,2,5,60,14,92,5.19,1.57,286.0,other,False,5.48,Card Game,Hand Management,15.5,0.32,False
Monopoly: Moscow,2,6,120,8,52,4.96,1.33,45.0,other,False,5.46,Economic,Auction/Bidding,15.5,1.16,False
Bataclan,2,6,20,6,43,4.78,1.17,110.0,other,False,5.49,Action / Dexterity,Not available,3.0,0.39,False
Over Under Game,2,99,0,12,30,4.75,0.0,134.0,other,False,5.48,Party Game,Roll / Spin and Move,15.5,0.22,False
Atlantida,2,5,120,12,35,4.79,4.17,9.0,Strategy Games,False,5.48,City Building,Area Majority / Influence,15.5,3.89,False
Bravest Warriors Co-operative Dice Game,1,6,30,15,152,5.33,1.33,376.0,other,False,5.48,Dice,Cooperative Game,5.0,0.4,False
Hypnose,2,4,90,10,34,4.61,0.0,37.0,other,False,5.48,Bluffing,"Deck, Bag, and Pool Building",15.5,0.92,False
Those Pesky Garden Gnomes,3,5,30,13,67,5.06,1.25,252.0,other,False,5.48,Card Game,Trick-taking,5.0,0.27,False
The Voting Game,5,10,30,17,312,5.53,1.0,1063.0,other,False,5.46,Card Game,Voting,5.0,0.29,False
RuneCast,2,6,90,7,43,5.15,2.0,144.0,other,False,5.48,Adventure,Campaign / Battle Card Driven,14.15,0.3,False
Dilbert: Escape from Cubeville,2,4,20,13,50,4.99,1.33,158.0,other,False,5.48,Comic Book / Strip,Tile Placement,15.5,0.32,False
Ice Cold Ice Hockey,2,2,60,12,54,4.99,2.0,22.0,other,False,5.46,Card Game,Hand Management,5.0,2.45,False
Mad About Movies!,2,4,45,12,35,4.64,2.0,65.0,other,False,5.49,Movies / TV / Radio theme,Roll / Spin and Move,15.5,0.54,False
Jolly Octopus,2,5,10,4,44,4.79,1.0,89.0,other,False,5.48,Action / Dexterity,Not available,15.5,0.49,False
UNO Spin,2,10,30,7,345,5.53,1.14,839.0,Family Games,False,5.5,Card Game,Hand Management,12.22,0.41,False
Inner Circle,2,4,20,8,342,5.4,1.65,648.0,Abstract Games,False,5.49,Abstract Strategy,Grid Movement,5.95,0.53,False
Save the President,2,6,90,12,45,5.0,2.29,105.0,other,False,5.48,Deduction,Dice Rolling,10.0,0.43,False
Meschugge,2,4,20,8,34,4.6,2.67,104.0,other,False,5.49,Party Game,Pattern Recognition,12.0,0.33,False
Don't Be A Dork: The Ultimate Party Adventure Game!,4,8,1,5,41,4.58,1.5,73.0,other,False,5.49,Party Game,Acting,15.0,0.56,False
Die Augen der Kali,2,6,30,14,31,4.51,1.75,77.0,other,False,5.49,Mythology,Push Your Luck,19.0,0.4,False
Climate-Poker,2,4,30,12,42,4.8,1.5,76.0,other,False,5.49,Card Game,Hand Management,2.5,0.55,False
Trivial Pursuit Steal Card Game,2,6,20,16,250,5.44,1.5,866.0,other,False,5.49,Card Game,Take That,15.5,0.29,False
Bard Saga,2,5,45,10,33,4.57,2.0,57.0,other,False,5.49,Card Game,Hand Management,15.0,0.58,False
Personally Incorrect,5,10,30,18,148,5.68,1.0,460.0,other,False,5.46,Humor,Hand Management,20.0,0.32,False
Spuzzle,1,4,15,4,47,4.84,1.0,116.0,other,False,5.49,Animals,Open Drafting,15.5,0.41,False
Rollin' Bones: Pirates of the Caribbean (On Stranger Tides) Dice Game,2,4,10,7,50,4.87,1.0,128.0,other,False,5.49,Dice,Dice Rolling,14.99,0.39,False
Bonje in de stal,2,4,20,6,73,5.05,1.0,262.0,other,False,5.48,Animals,Set Collection,2.0,0.28,False
Humm...ble,4,0,45,12,36,4.38,1.0,86.0,other,False,5.49,Music,Acting,10.0,0.42,False
Porca Miseria,3,8,30,8,47,4.93,1.0,169.0,Children's Games,False,5.49,Action / Dexterity,Hand Management,2.0,0.28,False
Trivial Pursuit: Genus IV,2,6,90,15,997,5.53,1.81,1843.0,Family Games,False,5.49,Party Game,Roll / Spin and Move,14.0,0.54,False
The Inventors,3,4,60,9,329,5.51,1.4,942.0,other,False,5.48,Not available,Roll / Spin and Move,9.99,0.35,False
"Remagen: Bridgehead on the Rhine, March 1945",2,2,120,12,41,4.87,2.2,143.0,Wargames,False,5.48,Wargame,Dice Rolling,5.0,0.29,False
Machu Picchu,2,4,40,12,49,4.84,1.67,121.0,other,False,5.49,Ancient,Simultaneous Action Selection,18.8,0.4,False
Dracarys Dice Don't Get Burned!,2,5,15,10,86,5.33,1.0,1408.5269452236823,other,False,0.0,unspecified,unspecified,15.5,0.06,False
ToeShamBo,2,2,10,0,103,5.28,1.0,39.0,other,False,5.44,Card Game,Hand Management,9.99,2.64,False
Section X,2,4,60,10,83,5.13,2.0,181.0,other,False,5.48,Adventure,Tile Placement,4.0,0.46,False
Mind Twist,2,2,30,8,33,4.46,1.25,125.0,other,False,5.49,Bluffing,Not available,10.0,0.26,False
Ulcers,2,4,90,10,170,5.4,1.06,401.0,other,False,5.49,Dice,Point to Point Movement,5.0,0.42,False
Fight Klub,2,2,15,0,42,4.95,2.15,49.0,Customizable Games,False,5.48,Card Game,Hand Management,40.0,0.86,False
Rubik's Revolution,1,6,15,0,41,4.74,1.71,101.0,other,False,5.49,Action / Dexterity,Memory,15.5,0.41,False
Pirates vs. Ninjas,2,2,15,8,56,5.06,1.0,219.0,other,False,5.48,Dice,Dice Rolling,12.0,0.26,False
Where in the USA is Carmen Sandiego?,2,6,60,8,112,5.31,1.33,469.0,other,False,5.48,Educational,Area Movement,5.0,0.24,False
Don't Let the Pigeon Drive the Bus Game!,2,4,20,3,44,4.81,1.2,88.0,other,False,5.48,Children's Game,Roll / Spin and Move,8.0,0.5,False
Drachenfels,2,4,90,8,41,4.91,1.5,108.0,other,False,5.49,Adventure,Not available,15.0,0.38,False
Schlafmütze,2,8,25,6,33,4.6,1.0,66.0,other,False,5.48,Card Game,Pattern Building,9.25,0.5,False
Sicilianos,3,6,45,11,96,5.16,1.62,203.0,other,False,5.48,Card Game,Not available,9.99,0.47,False
Fighting Fantasy Battle Cards,2,2,10,10,46,4.85,2.67,104.0,Customizable Games,False,5.48,Adventure,Role Playing,7.5,0.44,False
Hatch:  the Dragonology Card Game,2,4,0,8,48,4.94,1.5,174.0,other,False,5.48,Card Game,Not available,15.5,0.28,False
Shark Bite,2,4,15,4,38,4.9,0.0,137.0,other,False,5.47,Animals,Roll / Spin and Move,15.5,0.28,False
City Blocks,2,2,15,7,106,5.22,1.56,23.0,Family Games,False,5.49,City Building,Area Majority / Influence,10.0,4.61,False
Into the Forest,1,6,45,7,41,4.67,1.67,119.0,other,False,5.48,Animals,Not available,4.0,0.34,False
Card Caper,2,4,30,8,41,4.61,1.0,128.0,other,False,5.48,Card Game,Memory,4.0,0.32,False
Défis Nature,2,6,20,7,43,4.98,1.0,127.0,other,False,5.48,Animals,Betting and Bluffing,15.5,0.34,False
Inkognito: The Card Game,3,5,30,10,535,5.44,1.66,1587.0,Family Games,False,5.48,Card Game,Hand Management,4.0,0.34,False
DEER LORD!,4,12,90,12,169,5.52,1.5,676.0,other,False,5.46,Bluffing,Acting,4.99,0.25,False
Wobble,1,4,30,6,101,5.27,1.0,164.0,Family Games,False,5.48,Action / Dexterity,Not available,15.5,0.62,False
Monsters & Maidens,2,6,30,8,166,5.32,1.09,361.0,other,False,5.48,Dice,Dice Rolling,20.0,0.46,False
Ultra Ducks,2,6,90,10,38,4.71,3.0,70.0,other,False,5.48,Dice,Dice Rolling,15.5,0.54,False
The 7th Dwarf,1,7,30,7,102,5.17,1.0,147.0,other,False,5.48,Dice,Dice Rolling,15.5,0.69,False
Monopoly: Vintage Game Collection,2,6,180,8,122,5.37,1.5,319.0,other,False,5.49,Economic,Auction/Bidding,15.5,0.38,False
The Legend of Zelda,1,4,45,6,58,4.93,1.33,150.0,Children's Games,False,5.48,Children's Game,Dice Rolling,30.0,0.39,False
Huída del Imperio Cobra II,2,4,45,7,33,4.55,1.0,53.0,other,False,5.48,Adventure,Roll / Spin and Move,15.5,0.62,False
Geld & Börse,2,6,120,12,59,5.02,1.44,190.0,other,False,5.48,Economic,Auction/Bidding,9.99,0.31,False
Monopoly: NFL Official,2,8,60,8,69,5.13,1.5,162.0,other,False,5.49,Economic,Auction/Bidding,15.5,0.43,False
Camelot,3,6,20,10,132,5.29,1.67,275.0,Wargames,False,5.48,Real-time,Passed Action Token,9.99,0.48,False
Monopoly: Pirates of the Caribbean,2,6,60,8,41,4.87,1.5,139.0,other,False,5.49,Economic,Auction/Bidding,15.5,0.29,False
SuDoku: The Card Game,2,5,20,8,128,5.25,1.25,198.0,Abstract Games,False,5.48,Card Game,Pattern Building,3.49,0.65,False
Amazed: the Game,2,99,60,14,72,4.94,0.0,319.0,other,False,5.46,Puzzle,Roll / Spin and Move,5.0,0.23,False
Fossil,2,6,40,10,662,5.44,1.75,949.0,Abstract Games,False,5.48,Ancient,Set Collection,15.0,0.7,False
Champion of Earth,1,6,40,5,31,4.5,1.5,57.0,other,False,5.48,Card Game,Hand Management,15.5,0.54,False
I Will Survive,2,6,15,8,113,5.24,1.0,209.0,other,False,5.48,Action / Dexterity,Rock-Paper-Scissors,1.0,0.54,False
West Wall,2,2,180,12,39,5.01,2.38,228.0,Wargames,False,5.49,Wargame,Dice Rolling,12.0,0.17,False
Bananas,2,6,20,5,56,4.68,1.0,45.0,other,False,5.48,Animals,Hexagon Grid,15.5,1.24,False
Joe Name It,2,99,15,12,153,5.35,1.0,463.0,other,False,5.47,Party Game,Dice Rolling,1.0,0.33,False
Weakest Link,4,8,60,8,47,4.81,1.67,138.0,other,False,5.48,Memory,Memory,15.5,0.34,False
Beirut ‘82: Arab Stalingrad,2,2,120,12,71,5.17,2.29,355.0,Wargames,False,5.49,Modern Warfare,Dice Rolling,12.0,0.2,False
El Capitán Alatriste,2,6,90,0,122,5.13,2.0,195.0,other,False,5.49,Novel-based,Role Playing,15.95,0.63,False
Fantasy Adventures,2,6,45,8,38,4.66,2.0,86.0,Customizable Games,False,5.48,Card Game,Not available,10.0,0.44,False
Millionær,2,6,90,8,37,4.72,0.0,55.0,other,False,5.48,Economic,Auction/Bidding,15.5,0.67,False
Zoo Yatzy,2,99,10,4,32,4.5,1.0,75.0,other,False,5.48,Animals,Dice Rolling,15.5,0.43,False
UNO Stacko,2,10,20,8,584,5.49,1.14,1281.0,other,False,5.49,Action / Dexterity,Dice Rolling,5.0,0.46,False
Gerüchteküche,3,7,20,7,72,5.08,1.2,177.0,other,False,5.48,Card Game,Set Collection,1.0,0.41,False
Monopoly: Coca-Cola Collector's Edition,2,8,90,8,50,4.66,1.5,126.0,other,False,5.49,Economic,Auction/Bidding,15.5,0.4,False
1001 Karawane,2,5,60,10,72,5.09,1.83,222.0,other,False,5.48,Bluffing,Memory,5.0,0.32,False
4 en Letras,1,16,15,5,100,6.07,1.17,172.0,other,False,5.48,Card Game,Hand Management,15.5,0.58,False
Digimon Digital Monsters,2,6,45,8,38,4.7,1.0,81.0,Wargames,False,5.48,Children's Game,Campaign / Battle Card Driven,15.5,0.47,False
Speak Out: Kids vs Parents,4,10,0,8,31,4.53,0.0,112.0,other,False,5.48,Party Game,Not available,15.5,0.28,False
Mental Floss Game,4,6,75,16,81,5.25,1.25,263.0,other,False,5.48,Party Game,Roll / Spin and Move,15.5,0.31,False
Gold!,2,8,60,10,47,4.99,1.67,236.0,other,False,5.48,Economic,Commodity Speculation,12.0,0.2,False
Balanx,2,2,20,8,165,5.33,1.95,330.0,Abstract Games,False,5.48,Abstract Strategy,Not available,12.5,0.5,False
Station Manager,2,4,30,8,115,5.22,1.29,326.0,other,False,5.48,Card Game,Pick-up and Deliver,2.5,0.35,False
Kitty Chaos,2,4,30,10,44,4.72,1.14,91.0,Children's Games,False,5.48,Children's Game,Not available,1.0,0.48,False
Monopoly: Muppets,2,6,120,8,38,4.78,1.5,105.0,other,False,5.49,Economic,Auction/Bidding,1.0,0.36,False
Pick the Lock,2,5,30,6,84,5.15,1.2,286.0,other,False,5.48,Bluffing,Take That,7.99,0.29,False
7 Deadly Sins,2,21,60,18,40,4.77,1.5,122.0,other,False,5.49,Action / Dexterity,Acting,15.5,0.33,False
Trivial Pursuit: Family Edition,2,36,90,12,674,5.48,1.77,1764.0,Children's Games,False,5.5,Children's Game,Roll / Spin and Move,2.0,0.38,False
ReFraze,2,22,30,0,34,5.06,1.5,58.0,other,False,5.48,Party Game,Not available,4.75,0.59,False
Ocean,2,6,20,8,48,4.77,1.0,209.0,other,False,5.48,Animals,Not available,3.0,0.23,False
Legends of Signum: Battle for Vallor,2,4,90,12,42,6.51,0.0,18.0,other,True,5.49,Card Game,Area Majority / Influence,285.0,2.33,False
Elementalis,2,4,30,8,44,4.71,2.0,93.0,other,False,5.49,Dice,Dice Rolling,14.0,0.47,False
Pokémon Jr. Adventure Game: Pokémon Emergency!,2,6,30,6,73,5.21,1.29,166.0,other,False,5.48,Adventure,Role Playing,5.0,0.44,False
Donkey Kong,2,4,20,7,123,5.26,1.15,357.0,Children's Games,False,5.48,Children's Game,Point to Point Movement,10.0,0.34,False
Are You Afraid of the Dark?,2,4,30,8,36,4.71,1.71,125.0,Children's Games,False,5.49,Children's Game,Area Movement,15.5,0.29,False
Lightning: War on Terror,2,4,60,12,61,4.88,1.2,130.0,other,False,5.48,Card Game,Not available,11.5,0.47,False
Scrabble Card Game,2,6,20,10,277,5.45,1.71,837.0,other,False,5.48,Card Game,Hand Management,5.0,0.33,False
Ab die Post!,3,6,45,8,198,5.29,1.33,289.0,Family Games,False,5.48,Aviation / Flight,Dice Rolling,24.99,0.69,False
Kazaam Dice,2,4,15,6,49,5.02,1.25,88.0,other,False,5.48,Fantasy,Dice Rolling,5.0,0.56,False
The Wrong Game,2,6,0,0,32,4.59,1.5,93.0,other,False,5.48,Bluffing,Not available,15.5,0.34,False
Treasure Quest,2,2,20,7,66,4.99,1.29,212.0,Abstract Games,False,5.48,Abstract Strategy,Tile Placement,3.0,0.31,False
Hirelings: The Ascent,2,6,30,7,61,5.07,2.0,166.0,other,False,5.49,Children's Game,Roll / Spin and Move,21.49,0.37,False
Win/Lose Revolution,3,5,1,6,79,5.13,1.0,208.0,other,False,5.48,Bluffing,Not available,10.0,0.38,False
Zero Hour: Survival Horror Card Game,2,6,0,0,35,4.55,2.0,132.0,other,False,5.48,Horror,Storytelling,18.0,0.27,False
Magical Maze,2,4,20,6,117,5.29,1.0,248.0,Children's Games,False,5.49,Children's Game,Not available,9.9,0.47,False
The ElfQuest Boardgame,2,5,90,10,59,5.03,2.0,228.0,other,False,5.49,Adventure,Dice Rolling,12.0,0.26,False
Out of the Woods,2,4,20,5,59,5.48,1.0,229.0,other,False,5.49,Card Game,Memory,15.0,0.26,False
Sherpa,2,5,30,10,34,4.5,1.75,62.0,other,False,5.48,Adventure,Hand Management,15.5,0.55,False
Irrational Game,1,5,60,15,60,4.92,1.0,216.0,other,False,5.48,Card Game,Not available,15.0,0.28,False
Star Wars: Angriff der Rebellen,2,4,20,7,65,4.84,1.0,172.0,other,False,5.48,Dice,Dice Rolling,2.0,0.38,False
Trivial Pursuit: 1960's Edition,2,6,90,12,64,4.97,2.0,155.0,other,False,5.48,Party Game,Roll / Spin and Move,15.5,0.41,False
Yundao,2,5,30,10,71,5.04,1.67,70.0,Abstract Games,False,5.48,Abstract Strategy,Hand Management,15.5,1.01,False
The Rolling Moon,2,6,30,6,47,4.72,1.14,108.0,other,False,5.48,Action / Dexterity,Not available,1.0,0.44,False
GemBlo Pyramid,2,4,5,0,48,4.86,1.8,25.0,other,False,5.48,Abstract Strategy,Not available,16.0,1.92,False
Scene It?: The DVD Movie Game,2,12,30,13,1443,5.51,1.38,2579.0,Party Games,False,5.48,Electronic,Roll / Spin and Move,25.0,0.56,False
Monopoly: Singapore,2,8,60,8,39,4.61,1.33,61.0,other,False,5.49,Economic,Auction/Bidding,15.5,0.64,False
FATAL,3,5,40,10,44,4.67,1.67,179.0,other,False,5.48,Card Game,Hand Management,3.0,0.25,False
Spawn: The Game,2,4,30,8,30,4.26,0.0,112.0,other,False,5.48,Comic Book / Strip,Action Points,45.0,0.27,False
Star Patrol: Carrier Commander,1,2,30,9,88,5.12,1.36,648.0,other,False,5.48,Fighting,Area Majority / Influence,2.0,0.14,False
Diggity Dog,2,4,15,3,51,5.02,1.0,94.0,Children's Games,False,5.48,Animals,Memory,15.5,0.54,False
Primo,2,6,20,7,35,4.53,1.67,65.0,other,False,5.49,Card Game,Hand Management,4.0,0.54,False
Lie Detector: The Crime Solving Card Game,2,2,15,8,70,4.98,1.47,191.0,other,False,5.48,Card Game,Dice Rolling,9.5,0.37,False
Stop it!,2,6,10,8,31,4.43,1.25,96.0,other,False,5.48,Action / Dexterity,Not available,15.5,0.32,False
Monopoly: Disney Theme Park,2,8,90,8,40,4.53,2.0,129.0,other,False,5.48,Economic,Auction/Bidding,15.5,0.31,False
Monopoly: Clone Wars,2,6,60,8,93,5.13,1.5,274.0,other,False,5.48,Economic,Auction/Bidding,15.5,0.34,False
The London Game,2,6,30,7,240,5.37,1.5,540.0,Family Games,False,5.49,Trains,Dice Rolling,10.0,0.44,False
Azuchi Castle,2,4,30,8,60,4.93,1.0,113.0,other,False,5.48,Card Game,Open Drafting,12.0,0.53,False
The Guinness Game of Records,2,6,60,10,34,4.4,1.2,73.0,other,False,5.48,Party Game,Action Points,15.5,0.47,False
Inwigilacja Luksusowa,3,5,45,0,42,4.65,2.0,47.0,other,False,5.48,Deduction,Dice Rolling,15.5,0.89,False
Corx,1,2,0,7,58,5.05,1.0,78.0,other,False,5.48,Action / Dexterity,Not available,15.5,0.74,False
Monopoly: 1935 Commemorative Edition,2,10,30,8,93,5.24,1.75,220.0,other,False,5.49,Economic,Auction/Bidding,15.5,0.42,False
Duel Masters: Battle of the Creatures Board Game,2,5,30,6,30,4.45,1.5,103.0,other,False,5.48,Children's Game,Dice Rolling,2.0,0.29,False
Double Trouble,2,4,20,5,40,4.8,1.0,95.0,Children's Games,False,5.48,Children's Game,Roll / Spin and Move,15.5,0.42,False
Number Please!,1,99,15,6,30,4.5,1.67,182.0,other,False,5.48,Dice,Dice Rolling,3.99,0.16,False
The Hammer of Thor: The Game of Norse Mythology,1,362,120,12,60,4.95,3.5,179.0,other,False,5.48,Card Game,Dice Rolling,75.0,0.34,False
Eragra: The Game of Eras and the First Step,2,4,90,11,41,5.41,3.5,60.0,Customizable Games,False,5.48,Adventure,Area Movement,59.0,0.68,False
Funny Bones,4,8,60,0,112,5.22,1.2,421.0,other,False,5.48,Action / Dexterity,Line Drawing,10.0,0.27,False
Frog Game,2,4,20,3,43,4.71,1.0,49.0,other,False,5.48,Action / Dexterity,Not available,15.5,0.88,False
Geni,2,6,60,12,42,4.64,0.0,66.0,other,False,5.48,Trivia,Not available,15.5,0.64,False
Mastabas,2,4,50,8,49,4.83,1.25,80.0,other,False,5.48,Card Game,Rock-Paper-Scissors,10.0,0.61,False
XLR8,2,6,0,7,31,4.15,1.2,88.0,other,False,5.48,Card Game,Not available,15.5,0.35,False
Toru,3,5,30,8,182,5.36,1.11,442.0,other,False,5.48,Action / Dexterity,Set Collection,20.0,0.41,False
Scene It? Sports powered by ESPN,2,12,45,13,79,5.13,1.4,212.0,other,False,5.48,Electronic,Roll / Spin and Move,15.5,0.37,False
The Gnumies,2,5,20,8,213,5.35,1.18,431.0,other,False,5.48,Card Game,Auction/Bidding,3.0,0.49,False
Trivia Adventure,2,6,180,7,32,4.56,1.0,111.0,other,False,5.48,Trivia,Roll / Spin and Move,15.5,0.29,False
The Transformers Game,2,4,0,6,30,4.37,1.25,72.0,other,False,5.48,Not available,Hand Management,15.5,0.42,False
Lara Croft: Tomb Raider - The Angel of Darkness,2,4,45,8,173,5.33,1.6,452.0,other,False,5.48,Exploration,Action Points,9.0,0.38,False
Spill and Spell,1,10,20,8,133,5.16,1.28,440.0,other,False,5.48,Dice,Dice Rolling,15.5,0.3,False
Eselspiel,2,8,20,5,41,4.65,1.4,100.0,other,False,5.47,Card Game,Not available,7.3,0.41,False
Star Wars: Death Star Assault Game,2,4,10,6,63,4.84,1.25,270.0,other,False,5.48,Action / Dexterity,Not available,5.0,0.23,False
Rummikub Rummy Dice Game,1,6,10,8,92,5.08,1.27,318.0,other,False,5.48,Dice,Dice Rolling,5.99,0.29,False
Oraklos,2,5,15,6,133,5.22,1.5,298.0,Abstract Games,False,5.48,Real-time,Pattern Recognition,10.0,0.45,False
British Square,2,2,20,8,41,4.62,1.25,97.0,Abstract Games,False,5.48,Abstract Strategy,Enclosure,1.5,0.42,False
Titanic,2,4,60,7,40,4.85,2.0,102.0,other,False,5.48,Not available,Not available,11.0,0.39,False
Pirates of the Caribbean: Trading Card Game,2,2,0,0,53,4.88,1.67,214.0,other,False,5.49,Card Game,Campaign / Battle Card Driven,5.0,0.25,False
Soluna,2,2,10,7,164,5.34,1.25,150.0,other,False,5.45,Abstract Strategy,Not available,14.0,1.09,False
4th Reich: Puremen vs. the Mutants for Control of the World,1,2,120,12,60,5.08,2.11,149.0,Wargames,False,5.48,Economic,Dice Rolling,20.0,0.4,False
Cranium Cards,2,99,15,8,69,5.04,1.0,281.0,other,False,5.48,Card Game,Acting,15.5,0.25,False
Don Peperoni,3,5,45,8,64,4.9,1.78,132.0,other,False,5.48,Bluffing,Action Points,12.0,0.48,False
Cranium Zooreka!,2,4,40,8,171,5.3,1.27,433.0,Children's Games,False,5.49,Animals,Roll / Spin and Move,10.0,0.39,False
Can't Catch Harry,2,6,30,6,69,5.08,1.0,207.0,other,False,5.47,Action / Dexterity,Set Collection,15.5,0.33,False
"The Battle for Cassino: Assaulting the Gustav Line, 1944",2,2,240,12,146,5.26,3.18,672.0,Wargames,False,5.49,Wargame,Dice Rolling,12.0,0.22,False
Grabsch,2,4,20,6,30,4.33,1.0,121.0,other,False,5.48,Card Game,Set Collection,3.75,0.25,False
Doctor Who: Battle for the Universe,2,4,45,10,42,4.57,1.0,114.0,Abstract Games,False,5.48,Abstract Strategy,Roll / Spin and Move,20.0,0.37,False
Goodnight Moon,1,4,10,3,66,4.96,1.0,175.0,Children's Games,False,5.48,Children's Game,Memory,5.0,0.38,False
Rolling Thunder,2,2,360,0,35,4.64,4.11,133.0,Wargames,False,5.48,Aviation / Flight,Dice Rolling,20.0,0.26,False
Romance of the Three Kingdoms Card Game,2,6,120,12,52,4.7,1.67,117.0,other,False,5.48,Card Game,Dice Rolling,15.0,0.44,False
4000 A.D.,2,4,90,10,382,5.42,2.15,929.0,Strategy Games,False,5.48,Science Fiction,Hidden Movement,10.0,0.41,False
Sphinx,2,4,40,8,230,5.37,1.35,646.0,other,False,5.48,Ancient,Memory,24.95,0.36,False
Moce Albionu,2,4,60,0,30,4.12,2.25,50.0,other,False,5.48,Fantasy,Dice Rolling,15.5,0.6,False
Finish Lines,2,6,30,0,82,5.06,1.5,193.0,other,False,5.48,Party Game,Cooperative Game,10.0,0.42,False
Star Wars: Hoth Ice Planet Adventure Game,2,4,20,7,39,4.48,1.5,147.0,other,False,5.48,Movies / TV / Radio theme,Point to Point Movement,39.99,0.27,False
Rise of the House of Sa'ud,1,2,120,12,41,4.75,2.57,224.0,Wargames,False,5.48,Wargame,Area Movement,5.0,0.18,False
Dark Side,3,5,60,10,44,4.65,2.0,97.0,Family Games,False,5.48,Bluffing,Memory,18.0,0.45,False
The Hamburger Game,2,4,30,5,113,5.34,1.2,180.0,Children's Games,False,5.48,Children's Game,Memory,80.0,0.63,False
Tàin,2,4,30,8,109,5.35,1.73,130.0,other,False,5.48,Ancient,Secret Unit Deployment,14.0,0.84,False
Green Ghost,2,4,30,0,57,5.06,1.0,100.0,Children's Games,False,5.49,Children's Game,Roll / Spin and Move,15.5,0.57,False
Go Wild!,2,6,20,10,87,5.08,1.0,205.0,other,False,5.48,Card Game,Trick-taking,4.0,0.42,False
